text,label,error_type,methods,n_methods
Нашел о чем говорить!,1,0,ds2,1
Он дал мне время кончить работу.,1,0,ds2,1
"Да, следует отметить певую странность того страшного майского вечера.",1,0,ds2,1
Иван нарушил обещание встретиться с нами сам.,1,0,ds2,1
"Он болен, никто не знал.",0,Syntax,"cleanlab, datamaps",2
"Жаль, что Ивана не было!",1,0,ds2,1
Дэйв в 12 лет начал учиться играть на гитаре.,1,0,ds2,1
"По-моему, здесь пахнет газом.",1,0,ds2,1
"Все сбились с ног, готовясь к празднику, отдавая и принимая распоряжения, ругаясь, споря, моя полы, чистя синеющим мелом темное тяжелое серебро икон.",1,0,"cleanlab, datamaps",2
Преподаватель отобрал и посоветовал учащемуся воспользоваться дополнительной литературой.,0,Syntax,"cleanlab, datamaps",2
"Вчера обнаруживается, что преступник на свободе.",0,Semantics,"cleanlab, datamaps, ds2",3
Он сидел за столом и ел несколько слив.,0,Semantics,"cleanlab, datamaps, ds2",3
Такие газопроводы не строят в течение двух лет.,1,0,ds2,1
Они попели песни рядом с кострами.,0,Semantics,"cleanlab, datamaps, ds2",3
"Это серьезная и глубокая брошюра, и читать ее быстро я не могу.",0,Semantics,"cleanlab, datamaps",2
Главный принцип вашей студии ― избегать прямого цитирования какого бы то ни было всякого стиля.,0,Semantics,"cleanlab, datamaps",2
Он отошел на 20 метров.,1,0,ds2,1
Его поступок имеет объяснение.,1,0,ds2,1
Ни одного студента не было на лекции.,1,0,ds2,1
"В американском кинофильме ""Дикая роза"" герой фильма Фрэнк Комо чуть не погиб во время полёта дирижабля с акте.",0,Morphology,datamaps,1
Не нужно мне твоих советов.,1,0,ds2,1
"Меня удивило, что он дал тебе свои деньги.",1,0,ds2,1
Кто-то бежал по аллее.,1,0,ds2,1
Разницы не усматривается невооруженным глазом.,0,Semantics,"cleanlab, datamaps",2
В этом лесу волков не водится.,1,0,ds2,1
Она взяла на себя правку корректуры.,1,0,ds2,1
"В ходе встречи с Бё Андерссоном впервые назвали невероятно глупое, практически криминальное поведение.",0,Semantics,cleanlab,1
