text,label,error_type,curated_score,compressed_score,diversity_score
"Меня удивило, что он дал тебе свои деньги.",1,0,2,3,0.0483
Кто-то бежал по аллее.,1,0,2,2,0.0822
В этом лесу волков не водится.,1,0,2,3,0.0742
Она взяла на себя правку корректуры.,1,0,2,2,0.0741
Его левая рука судорожно хрустела бумажками.,1,0,3,4,0.0521
Ваня нигде не был.,1,0,0,4,0.0597
Хорошо бы на этот раз он не выиграл.,1,0,2,3,0.0593
"Давайте посмотрим, как это выглядит с экономической точки зрения.",1,0,2,2,0.0954
Он отдал ему все свое состояние.,1,0,3,4,0.0521
Я имею книгу в руке.,0,Semantics,3,3,0.0507
Эти препараты сейчас исчезли.,1,0,2,2,0.0854
"В большинстве городов и общин немецкого пространства имя носит школа, европейская улица, площадь и мост.",0,Hallucination,2,2,0.1138
"Решал, но не решил.",1,0,3,3,0.0678
В этом месяце он написал три статьи.,1,0,2,2,0.1002
Он порезал мясо на мелкие куски.,1,0,3,3,0.0618
"Оказалось, что он женат.",1,0,3,3,0.0564
"На кухне, он ясно слышал, кто-то был.",1,0,3,3,0.0694
Она с любопытством поглядывала на меня издалека.,1,0,3,3,0.0561
Том решил купить старый автомобиль вместо нового.,1,0,2,3,0.0943
Колодец уж конечно вырыли вблизи дома председателя.,0,Semantics,2,4,0.0955
Ваш корреспондент ведет передачу из телефонной будки около Центризбиркома.,1,0,2,4,0.0907
"Вообще он замечательный отец, все время возится с детьми.",1,0,2,2,0.0814
Его точка зрения на этот вопрос была высказана автором в других работах.,0,Syntax,3,4,0.0682
Они читали жалобы друг на друга.,1,0,3,4,0.0602
Никакого виновника не найдется.,1,0,3,4,0.0699
"Он пошел к брату, чтобы узнать последние новости.",1,0,3,3,0.0693
Поздравляю вас с Новым годом.,1,0,1,1,0.1017
"Он думает, я его испугался.",1,0,3,4,0.0462
Мария проверяет свои сообщения на телефоне.,1,0,2,3,0.0901
"Он почувствовал, что его определенно кто-то догоняет.",1,0,3,4,0.0574
"Поэты сравнивают храм Покрова на Нерли с парусом, уносящемуся вдаль по безбрежным волнам времени.",0,Syntax,2,4,0.1024
Вчера этим прибором пользовались.,1,0,3,3,0.0547
"Кажется, кто-нибудь стучит.",0,Semantics,3,3,0.0624
Я дочитал вашу рукопись.,1,0,3,3,0.0562
Он нашел по крайней мере двух желающих?,0,Semantics,3,4,0.0666
Я не обиделась на него за отказ.,1,0,3,3,0.0704
Я с трудом был целый день дома.,0,Semantics,3,3,0.0616
"Боюсь, что мне не хватит на это времени.",1,0,3,3,0.065
Это были мечты моего отца.,1,0,2,2,0.0828
"С такими, как он, часто что-нибудь случается.",1,0,3,4,0.0631
Весь вечер она раздражалась.,0,Semantics,3,3,0.0704
Ничего этого я не знал.,1,0,1,2,0.0533
Полковник отдал майору приказ солдатам выдвигаться на позицию.,1,0,3,3,0.0508
Каждую субботу она ходит в баню.,1,0,2,2,0.0834
Я не вижу карандаши.,1,0,2,2,0.0667
Гости были приглашены Машей.,1,0,2,2,0.0787
Он сейчас совершает двухчасовую прогулку.,1,0,3,4,0.0628
Она рисует хорошо и мечтает стать художньей.,0,Morphology,2,4,0.0728
"У нее болит голова, она осталась дома.",1,0,2,2,0.0802
Дети на день рождения смеются.,1,0,2,2,0.1039
"Ему повезло, что он встретил эту женщину.",1,0,2,2,0.0582
Какую Петя прочитал книгу и «Синтаксические структуры» Хомского!,0,Syntax,2,4,0.0906
"Итак, я прихожу к вам завтра в семь.",1,0,2,2,0.0881
Меня не было в Париже.,0,Semantics,1,1,0.0661
"Иван не знает, что Маша уехала.",1,0,3,3,0.0546
Парламент Канады объявил во вторник 3 января 1984 года постановление об ужесточении санкций против Туниса.,1,0,2,2,0.1446
Солдаты получили от майора приказ полковника выдвигаться на позицию.,1,0,1,4,0.0499
Вчера я с удовольствием была весь день дома.,1,0,2,3,0.0696
Я взяла десять рублей.,1,0,2,2,0.0383
Мария наконец нашла свои ключи.,1,0,2,2,0.0792
"Это такой человек, его ни за что не переспоришь.",1,0,3,4,0.0622
Ее матери много горя пришлос пережить.,1,0,3,4,0.0644
Раньше к нему заходили товарищи.,1,0,1,2,0.0627
Слишком уж он серьезен.,1,0,2,3,0.0713
Он принял чужое имя.,1,0,2,4,0.0837
"Она, конечно, знала, что рискует, отказываясь от его предложений.",1,0,2,4,0.0809
Перед домом стоит машина.,1,0,2,2,0.0798
"Нет, моего брата нет дома.",1,0,2,2,0.0698
